cbsa,year,qtr,qcew_avg_wkly_wage,qcew_employment
43620,2018,4,985,155146
43780,2018,1,852,131596
43780,2018,2,846,133872
43780,2018,3,844,134103
43780,2018,4,894,134607
43900,2018,1,918,148674
43900,2018,2,856,150013
43900,2018,3,857,150591
43900,2018,4,895,154456
44060,2018,1,927,234373
44060,2018,2,901,240463
44060,2018,3,909,239544
44060,2018,4,948,239399
44100,2018,1,1062,130836
44100,2018,2,1004,133352
44100,2018,3,1032,132628
44100,2018,4,1059,131131
44140,2018,1,962,270790
44140,2018,2,920,279041
44140,2018,3,925,278996
44140,2018,4,982,280485
44180,2018,1,779,201749
44180,2018,2,793,204211
44180,2018,3,793,204974
44180,2018,4,820,207409
44220,2018,1,794,47835
44220,2018,2,767,48583
44220,2018,3,774,48209
44220,2018,4,811,48303
44300,2018,1,948,68951
44300,2018,2,959,68544
44300,2018,3,983,69656
44300,2018,4,989,68577
44420,2018,1,788,47836
44420,2018,2,796,48874
44420,2018,3,795,48442
44420,2018,4,832,48927
44700,2018,1,880,247806
44700,2018,2,887,254278
44700,2018,3,896,258079
44700,2018,4,961,255290
44940,2018,1,729,37629
44940,2018,2,727,38089
44940,2018,3,731,37680
44940,2018,4,769,37933
45060,2018,1,977,296721
45060,2018,2,964,306977
45060,2018,3,936,305218
45060,2018,4,1022,306449
45220,2018,1,843,172609
45220,2018,2,822,171324
45220,2018,3,840,174064
45220,2018,4,887,176271
45460,2018,1,795,65940
45460,2018,2,759,66384
45460,2018,3,761,66461
45460,2018,4,788,66322
45500,2018,1,765,57536
45500,2018,2,784,57885
45500,2018,3,767,57850
45500,2018,4,824,58501
45780,2018,1,975,291676
45780,2018,2,865,294139
45780,2018,3,901,294350
45780,2018,4,924,297455
45820,2018,1,871,108485
45820,2018,2,871,109110
45820,2018,3,829,109052
45820,2018,4,866,109121
45940,2018,1,1531,247649
45940,2018,2,1287,258090
45940,2018,3,1238,253614
45940,2018,4,1440,259393
46060,2018,1,922,368865
46060,2018,2,885,364409
46060,2018,3,900,369939
46060,2018,4,926,378083
46140,2018,1,973,430078
46140,2018,2,917,433750
46140,2018,3,920,432207
46140,2018,4,978,441660
46220,2018,1,867,100306
46220,2018,2,850,99888
46220,2018,3,850,102570
46220,2018,4,910,103025
46340,2018,1,855,102371
46340,2018,2,859,103731
46340,2018,3,849,104074
46340,2018,4,930,105761
46520,2018,1,1015,476608
46520,2018,2,996,476680
46520,2018,3,1015,473801
46520,2018,4,1059,484813
46540,2018,1,828,121167
46540,2018,2,826,125108
46540,2018,3,795,121812
46540,2018,4,852,123502
46660,2018,1,702,54492
46660,2018,2,707,54480
46660,2018,3,707,54621
46660,2018,4,749,55137
46700,2018,1,1192,139525
46700,2018,2,1075,142892
46700,2018,3,1093,142419
46700,2018,4,1153,143512
47020,2018,1,875,40068
47020,2018,2,864,40512
47020,2018,3,865,40571
47020,2018,4,934,40939
47220,2018,1,871,57880
47220,2018,2,879,60458
47220,2018,3,859,60259
47220,2018,4,940,59614
47260,2018,1,913,745979
47260,2018,2,897,765742
47260,2018,3,877,746007
47260,2018,4,963,756149
47300,2018,1,771,155298
47300,2018,2,738,170447
47300,2018,3,753,167883
47300,2018,4,812,163068
47380,2018,1,888,115548
47380,2018,2,879,117399
47380,2018,3,867,117078
47380,2018,4,912,118511
47460,2018,1,855,27749
47460,2018,2,841,30375
47460,2018,3,844,30549
47460,2018,4,881,28359
47580,2018,1,824,73236
47580,2018,2,870,73567
47580,2018,3,831,73880
47580,2018,4,893,73386
47940,2018,1,880,87423
47940,2018,2,857,89879
47940,2018,3,852,89161
47940,2018,4,1015,89543
48060,2018,1,793,40146
48060,2018,2,801,43180
48060,2018,3,790,41826
48060,2018,4,816,40956
48140,2018,1,878,70661
48140,2018,2,856,72536
48140,2018,3,900,71160
48140,2018,4,927,72342
48260,2018,1,794,37186
48260,2018,2,779,37957
48260,2018,3,776,37911
48260,2018,4,849,37829
48300,2018,1,773,53990
48300,2018,2,747,64617
48300,2018,3,742,61573
48300,2018,4,803,53235
48540,2018,1,890,62523
48540,2018,2,888,65734
48540,2018,3,984,66293
48540,2018,4,993,64918
48620,2018,1,927,290070
48620,2018,2,859,293151
48620,2018,3,857,294894
48620,2018,4,919,298776
48660,2018,1,757,57650
48660,2018,2,742,58801
48660,2018,3,764,57826
48660,2018,4,800,58926
48700,2018,1,840,51120
48700,2018,2,837,51456
48700,2018,3,848,51289
48700,2018,4,880,52034
48900,2018,1,854,125336
48900,2018,2,811,128336
48900,2018,3,844,122893
48900,2018,4,897,127476
49020,2018,1,891,60587
49020,2018,2,845,61380
49020,2018,3,883,61736
49020,2018,4,901,62362
49180,2018,1,958,259298
49180,2018,2,869,261602
49180,2018,3,882,260654
49180,2018,4,943,263360
49340,2018,1,1068,384570
49340,2018,2,1018,394078
49340,2018,3,1019,391595
49340,2018,4,1067,394952
49420,2018,1,759,111324
49420,2018,2,738,128454
49420,2018,3,766,125005
49420,2018,4,809,106839
49620,2018,1,935,177974
49620,2018,2,921,180407
49620,2018,3,914,180067
49620,2018,4,985,181588
49660,2018,1,782,208836
49660,2018,2,755,213893
49660,2018,3,777,209586
49660,2018,4,809,210260
49700,2018,1,839,47017
49700,2018,2,873,51995
49700,2018,3,845,50429
49700,2018,4,915,48051
49740,2018,1,723,73992
49740,2018,2,778,59141
49740,2018,3,762,61635
49740,2018,4,765,79907
10180,2019,1,812,69163
10180,2019,2,819,69830
10180,2019,3,831,70617
10180,2019,4,907,71495
10420,2019,1,979,318489
10420,2019,2,933,323927
10420,2019,3,918,322787
10420,2019,4,997,326054
10500,2019,1,780,60466
10500,2019,2,793,60699
10500,2019,3,785,60251
10500,2019,4,841,61045
10540,2019,1,842,47594
10540,2019,2,854,48240
10540,2019,3,884,48196
10540,2019,4,897,48187
10580,2019,1,1105,443615
10580,2019,2,1116,456578
10580,2019,3,1063,450574
10580,2019,4,1139,450976
10740,2019,1,915,379647
10740,2019,2,904,382401
10740,2019,3,917,386932
10740,2019,4,961,390852
10780,2019,1,793,59825
10780,2019,2,787,60245
10780,2019,3,794,59987
10780,2019,4,829,60387
10900,2019,1,1035,358571
10900,2019,2,983,367183
10900,2019,3,976,364833
10900,2019,4,1062,369097
11020,2019,1,815,57567
11020,2019,2,813,59166
11020,2019,3,806,58490
11020,2019,4,880,59004
11100,2019,1,921,115303
11100,2019,2,892,116439
11100,2019,3,907,116048
11100,2019,4,980,117979
11180,2019,1,1006,45450
11180,2019,2,973,47152
11180,2019,3,976,46721
11180,2019,4,1040,46211
11260,2019,1,1112,169457
11260,2019,2,1097,175925
11260,2019,3,1113,176639
11260,2019,4,1155,171345
11460,2019,1,1175,217522
11460,2019,2,1156,215228
11460,2019,3,1178,221221
11460,2019,4,1204,224193
11500,2019,1,795,44365
11500,2019,2,771,44797
11500,2019,3,796,44550
11500,2019,4,821,44683
11540,2019,1,926,121259
11540,2019,2,902,126465
11540,2019,3,901,123052
11540,2019,4,999,124653
11700,2019,1,814,195633
11700,2019,2,814,197092
11700,2019,3,814,197037
11700,2019,4,880,199083
12020,2019,1,866,88051
12020,2019,2,862,87827
12020,2019,3,847,90257
12020,2019,4,953,90911
12100,2019,1,909,126079
12100,2019,2,899,137157
12100,2019,3,878,130874
12100,2019,4,972,128111
12220,2019,1,770,59533
12220,2019,2,770,59883
12220,2019,3,749,61163
12220,2019,4,841,61143
12260,2019,1,951,228484
12260,2019,2,914,229729
12260,2019,3,943,230073
12260,2019,4,976,234061
12420,2019,1,1288,1048383
12420,2019,2,1203,1064688
12420,2019,3,1232,1064959
12420,2019,4,1335,1088482
12540,2019,1,936,311767
12540,2019,2,910,335553
12540,2019,3,907,346570
12540,2019,4,967,331785
12580,2019,1,1198,1330337
12580,2019,2,1161,1356818
12580,2019,3,1141,1344243
12580,2019,4,1264,1363941
12620,2019,1,840,69115
12620,2019,2,816,71743
12620,2019,3,844,71902
12620,2019,4,870,71250
12700,2019,1,969,86845
12700,2019,2,930,108607
12700,2019,3,916,102731
12700,2019,4,1042,91382
12940,2019,1,1054,390536
12940,2019,2,1012,382303
12940,2019,3,1002,385433
12940,2019,4,1075,388284
12980,2019,1,1060,53872
12980,2019,2,972,54988
12980,2019,3,981,54487
12980,2019,4,1033,54539
13020,2019,1,817,33751
13020,2019,2,813,35116
13020,2019,3,801,34906
13020,2019,4,881,34505
13140,2019,1,1129,160772
13140,2019,2,1036,159811
13140,2019,3,1050,159657
13140,2019,4,1118,161258
13220,2019,1,788,42238
13220,2019,2,815,43681
13220,2019,3,821,42957
13220,2019,4,824,42081
13380,2019,1,957,91669
13380,2019,2,945,93374
13380,2019,3,934,91370
13380,2019,4,984,91686
13460,2019,1,885,82722
13460,2019,2,900,87502
13460,2019,3,907,86652
13460,2019,4,967,86464
13740,2019,1,940,83230
13740,2019,2,912,85983
13740,2019,3,910,85726
13740,2019,4,995,85928
13780,2019,1,922,98953
13780,2019,2,912,101667
13780,2019,3,898,99342
13780,2019,4,935,99605
13820,2019,1,1105,497492
13820,2019,2,1011,503166
13820,2019,3,1009,499955
13820,2019,4,1091,505447
13900,2019,1,983,68803
13900,2019,2,986,71651
13900,2019,3,981,70525
13900,2019,4,1041,70329
13980,2019,1,834,71104
13980,2019,2,808,70448
13980,2019,3,888,71956
13980,2019,4,873,71670
14010,2019,1,1116,86115
14010,2019,2,952,87461
14010,2019,3,985,87223
14010,2019,4,998,87525
14020,2019,1,911,68629
14020,2019,2,874,69550
14020,2019,3,860,69756
14020,2019,4,861,70810
14260,2019,1,903,327506
14260,2019,2,890,336305
14260,2019,3,910,336808
14260,2019,4,1024,337410
14500,2019,1,1413,185274
14500,2019,2,1307,190300
14500,2019,3,1549,189620
14500,2019,4,1419,191702
14540,2019,1,810,74053
14540,2019,2,804,74336
14540,2019,3,787,75266
14540,2019,4,871,75637
14740,2019,1,987,90749
14740,2019,2,1052,92650
14740,2019,3,1013,92211
14740,2019,4,1094,93064
14860,2019,1,2069,412118
14860,2019,2,1565,425025
14860,2019,3,1475,417881
14860,2019,4,1755,421807
15180,2019,1,647,140483
15180,2019,2,659,141973
15180,2019,3,660,141412
15180,2019,4,702,143684
15260,2019,1,829,42373
15260,2019,2,810,43580
15260,2019,3,854,43018
15260,2019,4,852,43170
15380,2019,1,994,540803
15380,2019,2,966,552782
15380,2019,3,934,548850
15380,2019,4,1021,549952
15500,2019,1,808,62424
15500,2019,2,830,62192
15500,2019,3,775,62768
15500,2019,4,836,63670
15540,2019,1,1072,120358
15540,2019,2,1019,123952
15540,2019,3,1037,122585
15540,2019,4,1110,122784
15940,2019,1,839,163664
15940,2019,2,803,167116
15940,2019,3,808,165452
15940,2019,4,871,165783
15980,2019,1,876,273108
15980,2019,2,888,259739
15980,2019,3,853,264342
15980,2019,4,934,277909
16020,2019,1,755,44245
16020,2019,2,789,44688
16020,2019,3,766,44416
16020,2019,4,836,44988
16180,2019,1,970,30386
16180,2019,2,992,31076
16180,2019,3,985,30790
16180,2019,4,1070,30724
16220,2019,1,978,38391
16220,2019,2,974,39804
16220,2019,3,980,39368
16220,2019,4,1068,39405
16300,2019,1,1053,141690
16300,2019,2,997,145809
16300,2019,3,988,144610
16300,2019,4,1057,145087
16540,2019,1,854,59798
16540,2019,2,839,60056
16540,2019,3,863,60762
16540,2019,4,881,60894
16580,2019,1,913,98694
16580,2019,2,925,100213
16580,2019,3,932,100434
16580,2019,4,965,101328
16620,2019,1,946,102482
16620,2019,2,913,103830
16620,2019,3,940,102795
16620,2019,4,952,102912
16700,2019,1,996,347318
16700,2019,2,953,354477
16700,2019,3,943,350838
16700,2019,4,1023,355079
16740,2019,1,1254,1205742
16740,2019,2,1074,1219897
16740,2019,3,1067,1221173
16740,2019,4,1149,1239712
16820,2019,1,1055,112914
16820,2019,2,929,115981
16820,2019,3,1006,116981
16820,2019,4,1075,115757
16860,2019,1,939,249682
16860,2019,2,900,251700
16860,2019,3,916,252483
16860,2019,4,993,255757
16940,2019,1,917,46049
16940,2019,2,918,47275
16940,2019,3,932,47093
16940,2019,4,985,47534
16984,2019,1,1350,4481901
16984,2019,2,1178,4619513
16984,2019,3,1171,4570830
16984,2019,4,1280,4591927
17020,2019,1,851,81145
17020,2019,2,843,81236
17020,2019,3,866,83338
17020,2019,4,905,82844
17140,2019,1,1134,1049840
17140,2019,2,1047,1076102
17140,2019,3,1071,1068093
17140,2019,4,1108,1080312
17300,2019,1,776,89214
17300,2019,2,779,90132
17300,2019,3,803,91025
17300,2019,4,828,91548
17420,2019,1,813,44271
17420,2019,2,816,46002
17420,2019,3,776,47307
17420,2019,4,831,48426
17660,2019,1,762,60893
17660,2019,2,770,66500
17660,2019,3,774,65278
17660,2019,4,840,63762
17780,2019,1,812,117700
17780,2019,2,808,112839
17780,2019,3,821,117540
17780,2019,4,856,119619
17820,2019,1,1022,284908
17820,2019,2,971,293545
17820,2019,3,994,292804
17820,2019,4,1039,294224
17860,2019,1,855,94257
17860,2019,2,881,94088
17860,2019,3,896,95129
17860,2019,4,969,95909
17900,2019,1,917,374092
17900,2019,2,861,377416
17900,2019,3,883,379560
17900,2019,4,928,385372
17980,2019,1,911,117624
17980,2019,2,797,117302
17980,2019,3,823,116786
17980,2019,4,854,118778
18020,2019,1,1265,50789
18020,2019,2,1038,52013
18020,2019,3,1031,51268
18020,2019,4,1072,51786
18140,2019,1,1129,1027482
18140,2019,2,1018,1050400
18140,2019,3,1044,1048133
18140,2019,4,1084,1069596
18580,2019,1,932,187974
18580,2019,2,918,189688
18580,2019,3,932,187462
18580,2019,4,975,189083
18700,2019,1,976,38424
18700,2019,2,999,38822
18700,2019,3,1028,38320
18700,2019,4,1100,38669
18880,2019,1,857,113158
18880,2019,2,893,114099
18880,2019,3,867,113210
18880,2019,4,927,112515
19140,2019,1,846,64552
19140,2019,2,817,64456
19140,2019,3,819,64291
19140,2019,4,873,64166
19300,2019,1,715,75979
19300,2019,2,719,79276
19300,2019,3,728,75888
19300,2019,4,783,75519
19340,2019,1,951,180026
19340,2019,2,912,185486
19340,2019,3,934,182842
19340,2019,4,1105,182154
19460,2019,1,896,54606
19460,2019,2,868,55220
19460,2019,3,872,55014
19460,2019,4,929,55863
19500,2019,1,1084,47651
19500,2019,2,977,48927
19500,2019,3,972,48312
19500,2019,4,1008,48052
19660,2019,1,769,202382
19660,2019,2,777,196380
19660,2019,3,745,199335
19660,2019,4,833,201801
19740,2019,1,1388,1486560
19740,2019,2,1242,1534661
19740,2019,3,1266,1528592
19740,2019,4,1350,1540524
19780,2019,1,1164,359624
19780,2019,2,1043,374565
19780,2019,3,1056,368635
19780,2019,4,1149,371844
20020,2019,1,812,57283
20020,2019,2,785,57605
20020,2019,3,809,57544
20020,2019,4,889,58313
20100,2019,1,881,67126
20100,2019,2,839,67992
20100,2019,3,891,68478
20100,2019,4,898,68213
20220,2019,1,889,57753
20220,2019,2,876,59876
20220,2019,3,869,59134
20220,2019,4,1003,59630
20260,2019,1,898,125453
20260,2019,2,895,130554
20260,2019,3,895,127265
20260,2019,4,956,126898
20500,2019,1,1333,305924
20500,2019,2,1218,311908
20500,2019,3,1232,309469
20500,2019,4,1301,312490
20740,2019,1,882,81886
20740,2019,2,834,83604
20740,2019,3,880,83416
20740,2019,4,915,83907
20940,2019,1,773,64230
20940,2019,2,784,65411
20940,2019,3,818,62582
20940,2019,4,830,63690
21060,2019,1,810,55078
21060,2019,2,830,55515
21060,2019,3,826,54985
21060,2019,4,837,55166
21140,2019,1,934,135012
21140,2019,2,922,135630
21140,2019,3,890,132520
21140,2019,4,964,132316
21300,2019,1,916,35011
21300,2019,2,933,35369
21300,2019,3,900,35074
21300,2019,4,943,35725
21340,2019,1,761,311694
21340,2019,2,757,310241
21340,2019,3,766,315198
21340,2019,4,800,319095
21500,2019,1,836,120546
21500,2019,2,828,123574
21500,2019,3,816,122641
21500,2019,4,861,121691
21660,2019,1,845,156612
21660,2019,2,856,159439
21660,2019,3,856,158793
21660,2019,4,919,159767
21780,2019,1,957,153671
21780,2019,2,880,154631
21780,2019,3,890,154021
21780,2019,4,926,154923
21820,2019,1,999,35771
21820,2019,2,1039,37374
21820,2019,3,1083,38224
21820,2019,4,1075,36148
22020,2019,1,959,136954
22020,2019,2,967,141062
22020,2019,3,965,140944
22020,2019,4,1028,141036
22140,2019,1,880,46502
22140,2019,2,894,46688
22140,2019,3,865,47162
22140,2019,4,910,46391
22180,2019,1,828,129226
22180,2019,2,843,129374
22180,2019,3,837,128784
22180,2019,4,857,131297
22220,2019,1,1170,240659
22220,2019,2,1042,242693
22220,2019,3,940,244909
22220,2019,4,1050,247669
22380,2019,1,830,61279
22380,2019,2,823,62741
22380,2019,3,868,63693
22380,2019,4,850,63162
22420,2019,1,897,132211
22420,2019,2,874,137997
22420,2019,3,877,138111
22420,2019,4,986,139363
22500,2019,1,830,86433
22500,2019,2,796,87201
22500,2019,3,790,87061
22500,2019,4,862,87762
22520,2019,1,754,53724
22520,2019,2,758,53814
22520,2019,3,757,54035
22520,2019,4,814,54649
22540,2019,1,916,47030
22540,2019,2,889,49005
22540,2019,3,863,47851
22540,2019,4,939,47694
22660,2019,1,1063,161608
22660,2019,2,977,168105
22660,2019,3,1014,167577
22660,2019,4,1094,166833
22900,2019,1,788,105989
22900,2019,2,788,106475
22900,2019,3,778,106520
22900,2019,4,801,107060
23060,2019,1,926,212602
23060,2019,2,872,216851
23060,2019,3,868,215086
23060,2019,4,938,218035
23420,2019,1,842,388660
23420,2019,2,875,406731
23420,2019,3,855,409750
23420,2019,4,942,402319
23460,2019,1,709,35758
23460,2019,2,714,35898
23460,2019,3,715,35611
23460,2019,4,762,35568
23540,2019,1,934,137941
23540,2019,2,918,135264
23540,2019,3,929,138217
23540,2019,4,968,139701
23580,2019,1,892,88961
23580,2019,2,936,89175
23580,2019,3,915,89643
23580,2019,4,1031,91281
23900,2019,1,818,34982
23900,2019,2,827,35233
23900,2019,3,824,35681
23900,2019,4,865,35144
24020,2019,1,883,51012
24020,2019,2,866,56730
24020,2019,3,869,54442
24020,2019,4,900,51830
24140,2019,1,733,41865
24140,2019,2,739,41860
24140,2019,3,738,41352
24140,2019,4,783,41924
24220,2019,1,838,51701
24220,2019,2,904,52898
24220,2019,3,894,52438
24220,2019,4,937,52075
24260,2019,1,768,41627
24260,2019,2,789,42557
24260,2019,3,793,42675
24260,2019,4,842,42062
24300,2019,1,857,63002
24300,2019,2,861,63903
24300,2019,3,887,64345
24300,2019,4,922,63429
24340,2019,1,954,560523
24340,2019,2,917,574042
24340,2019,3,940,565095
24340,2019,4,1011,571975
24420,2019,1,677,28006
24420,2019,2,750,29315
24420,2019,3,713,29406
24420,2019,4,826,28934
24500,2019,1,804,35081
24500,2019,2,797,36175
24500,2019,3,822,35853
24500,2019,4,865,35890
24540,2019,1,1079,112327
24540,2019,2,1002,115024
24540,2019,3,1051,116210
24540,2019,4,1045,114343
24580,2019,1,991,171390
24580,2019,2,913,177205
24580,2019,3,928,175052
24580,2019,4,1034,176089
24660,2019,1,908,356150
24660,2019,2,900,354827
24660,2019,3,881,355656
24660,2019,4,944,360021
24780,2019,1,894,77845
24780,2019,2,863,77037
24780,2019,3,906,77772
24780,2019,4,914,78350
24860,2019,1,896,402262
24860,2019,2,884,405804
24860,2019,3,875,404726
24860,2019,4,945,409825
25060,2019,1,847,147138
25060,2019,2,835,150400
25060,2019,3,810,148490
25060,2019,4,893,149105
25180,2019,1,838,99886
25180,2019,2,850,101676
25180,2019,3,843,101504
25180,2019,4,879,103512
25220,2019,1,685,43653
25220,2019,2,702,43158
25220,2019,3,695,44120
25220,2019,4,817,44458
25260,2019,1,854,47568
25260,2019,2,847,49271
25260,2019,3,869,50126
25260,2019,4,911,48992
25420,2019,1,1061,325267
25420,2019,2,1032,335218
25420,2019,3,1019,331378
25420,2019,4,1081,334997
25500,2019,1,789,65597
25500,2019,2,799,65178
25500,2019,3,833,65902
25500,2019,4,839,66300
25540,2019,1,1410,615633
25540,2019,2,1218,629315
25540,2019,3,1218,625119
25540,2019,4,1333,628717
25620,2019,1,720,61839
25620,2019,2,724,61644
25620,2019,3,737,62263
25620,2019,4,786,63360
25860,2019,1,813,152783
25860,2019,2,784,153270
25860,2019,3,784,152879
25860,2019,4,835,154400
25940,2019,1,762,77157
25940,2019,2,761,81055
25940,2019,3,744,78947
25940,2019,4,841,78284
25980,2019,1,813,20540
25980,2019,2,785,20117
25980,2019,3,814,20094
25980,2019,4,812,20340
26140,2019,1,741,33014
26140,2019,2,717,32253
26140,2019,3,721,32283
26140,2019,4,753,32648
26300,2019,1,700,38070
26300,2019,2,705,38176
26300,2019,3,707,37711
26300,2019,4,744,37986
26380,2019,1,968,83442
26380,2019,2,961,84537
26380,2019,3,990,84948
26380,2019,4,1029,85053
26420,2019,1,1452,3012531
26420,2019,2,1242,3039717
26420,2019,3,1248,3036681
26420,2019,4,1348,3073972
26580,2019,1,861,127656
26580,2019,2,886,128093
26580,2019,3,870,129110
26580,2019,4,897,129183
26620,2019,1,1173,228595
26620,2019,2,1130,230442
26620,2019,3,1167,230762
26620,2019,4,1212,235500
26820,2019,1,875,67169
26820,2019,2,840,69986
26820,2019,3,888,69700
26820,2019,4,918,70570
26900,2019,1,1093,1017784
26900,2019,2,989,1033947
26900,2019,3,999,1032455
26900,2019,4,1055,1047115
26980,2019,1,968,91104
26980,2019,2,964,92232
26980,2019,3,987,91942
26980,2019,4,1002,92448
27060,2019,1,1023,50037
27060,2019,2,1071,50059
27060,2019,3,1053,50162
27060,2019,4,1111,49711
27100,2019,1,947,56516
27100,2019,2,948,57980
27100,2019,3,928,57247
27100,2019,4,1025,57236
27140,2019,1,855,258434
27140,2019,2,828,260609
27140,2019,3,840,259517
27140,2019,4,876,261007
27180,2019,1,822,66471
27180,2019,2,825,66942
27180,2019,3,799,67184
27180,2019,4,888,67678
27260,2019,1,1055,684788
27260,2019,2,959,681855
27260,2019,3,955,690386
27260,2019,4,1036,706695
27340,2019,1,672,49299
27340,2019,2,697,49093
27340,2019,3,686,49065
27340,2019,4,734,49582
27500,2019,1,980,66981
27500,2019,2,882,69306
27500,2019,3,884,67745
27500,2019,4,943,67819
27620,2019,1,809,75906
27620,2019,2,828,76584
27620,2019,3,810,76426
27620,2019,4,839,77312
27740,2019,1,774,77466
27740,2019,2,813,77612
27740,2019,3,784,78026
27740,2019,4,870,78627
27780,2019,1,775,50318
27780,2019,2,762,50975
27780,2019,3,782,50724
27780,2019,4,815,50491
27860,2019,1,776,56927
27860,2019,2,762,57418
27860,2019,3,786,58189
27860,2019,4,802,59114
27900,2019,1,778,78860
27900,2019,2,775,78840
27900,2019,3,759,79051
27900,2019,4,806,79865
27980,2019,1,897,81288
27980,2019,2,888,80831
27980,2019,3,907,80397
27980,2019,4,929,81819
28020,2019,1,1072,140499
28020,2019,2,974,144826
28020,2019,3,956,144072
28020,2019,4,1024,142220
28100,2019,1,839,44681
28100,2019,2,833,45901
28100,2019,3,874,45809
28100,2019,4,879,44864
28140,2019,1,1075,1036785
28140,2019,2,1046,1062568
28140,2019,3,1022,1055729
28140,2019,4,1118,1067368
28420,2019,1,1028,120045
28420,2019,2,1001,135930
28420,2019,3,1028,130356
28420,2019,4,1065,123704
28660,2019,1,900,140140
28660,2019,2,908,141802
28660,2019,3,898,141561
28660,2019,4,971,143827
28700,2019,1,861,115315
28700,2019,2,841,115185
28700,2019,3,809,115046
28700,2019,4,902,115690
28740,2019,1,856,59609
28740,2019,2,906,61800
28740,2019,3,840,61727
28740,2019,4,916,61246
28940,2019,1,968,383059
28940,2019,2,939,385512
28940,2019,3,953,388357
28940,2019,4,1030,392017
29020,2019,1,1010,38480
29020,2019,2,920,38047
29020,2019,3,902,38489
29020,2019,4,1074,38655
29100,2019,1,858,73927
29100,2019,2,851,75351
29100,2019,3,869,74569
29100,2019,4,916,75260
29180,2019,1,884,195876
29180,2019,2,872,197162
29180,2019,3,889,196843
29180,2019,4,950,198047
29200,2019,1,944,94029
29200,2019,2,922,92429
29200,2019,3,908,95018
29200,2019,4,972,94899
29340,2019,1,1092,112221
29340,2019,2,1018,112184
29340,2019,3,1027,109743
29340,2019,4,1115,108829
29420,2019,1,735,51248
29420,2019,2,757,51062
29420,2019,3,748,51195
29420,2019,4,789,51386
29460,2019,1,839,227904
29460,2019,2,841,221412
29460,2019,3,823,228556
29460,2019,4,867,235724
29540,2019,1,911,241360
29540,2019,2,905,247782
29540,2019,3,908,246415
29540,2019,4,954,249309
29620,2019,1,1005,209062
29620,2019,2,998,212880
29620,2019,3,962,213122
29620,2019,4,1087,214297
29700,2019,1,705,103261
29700,2019,2,697,104288
29700,2019,3,712,103057
29700,2019,4,750,105610
29740,2019,1,738,72497
29740,2019,2,765,73204
29740,2019,3,749,74366
29740,2019,4,791,74268
29820,2019,1,977,1015937
29820,2019,2,943,1023161
29820,2019,3,950,1028685
29820,2019,4,1006,1048073
29940,2019,1,771,49531
29940,2019,2,774,49635
29940,2019,3,764,49816
29940,2019,4,836,49776
30020,2019,1,782,43632
30020,2019,2,765,43678
30020,2019,3,799,43555
30020,2019,4,780,43887
30140,2019,1,820,51058
30140,2019,2,845,52087
30140,2019,3,844,51647
30140,2019,4,903,51942
30300,2019,1,800,26823
30300,2019,2,797,27693
30300,2019,3,821,27699
30300,2019,4,843,27452
30340,2019,1,834,48947
30340,2019,2,836,50451
30340,2019,3,848,50131
30340,2019,4,907,50028
30460,2019,1,930,265543
30460,2019,2,962,270993
30460,2019,3,919,272034
30460,2019,4,1005,275835
30620,2019,1,901,49594
30620,2019,2,860,50484
30620,2019,3,854,49922
30620,2019,4,939,50461
30700,2019,1,890,175886
30700,2019,2,861,178113
30700,2019,3,875,181867
30700,2019,4,946,180264
30780,2019,1,929,336973
30780,2019,2,900,340028
30780,2019,3,906,335239
30780,2019,4,950,339791
30860,2019,1,711,60596
30860,2019,2,723,61004
30860,2019,3,744,62174
30860,2019,4,790,62795
30980,2019,1,894,96742
30980,2019,2,896,97385
30980,2019,3,899,97218
30980,2019,4,953,97496
31020,2019,1,1012,39375
31020,2019,2,977,39673
31020,2019,3,1010,39606
31020,2019,4,1022,39541
31084,2019,1,1281,6127638
31084,2019,2,1216,6157327
31084,2019,3,1219,6163637
31084,2019,4,1397,6262057
31140,2019,1,1046,639246
31140,2019,2,990,648864
31140,2019,3,969,647814
31140,2019,4,1069,658635
31180,2019,1,841,143106
31180,2019,2,850,144177
31180,2019,3,860,144512
31180,2019,4,917,146879
31340,2019,1,834,99254
31340,2019,2,815,99743
31340,2019,3,823,100054
31340,2019,4,871,101011
31420,2019,1,858,99045
31420,2019,2,812,98797
31420,2019,3,827,99150
31420,2019,4,867,100594
31540,2019,1,1144,385400
31540,2019,2,1062,399427
31540,2019,3,1023,393702
31540,2019,4,1137,399170
31700,2019,1,1269,204660
31700,2019,2,1173,208358
31700,2019,3,1146,205941
31700,2019,4,1292,208707
31740,2019,1,759,38664
31740,2019,2,766,39493
31740,2019,3,750,39111
31740,2019,4,799,39170
31860,2019,1,862,54875
31860,2019,2,845,55597
31860,2019,3,894,56246
31860,2019,4,889,56929
31900,2019,1,781,49745
31900,2019,2,762,50673
31900,2019,3,765,49688
31900,2019,4,801,50348
32580,2019,1,663,265471
32580,2019,2,657,265391
32580,2019,3,683,265547
32580,2019,4,705,273026
32780,2019,1,817,88746
32780,2019,2,848,90815
32780,2019,3,849,92343
32780,2019,4,896,91893
32820,2019,1,1026,618151
32820,2019,2,1016,624449
32820,2019,3,992,624540
32820,2019,4,1076,634796
32900,2019,1,828,77495
32900,2019,2,839,82475
32900,2019,3,852,85350
32900,2019,4,886,78997
33140,2019,1,783,39870
33140,2019,2,783,40830
33140,2019,3,779,40728
33140,2019,4,837,40887
33220,2019,1,1411,37244
