cbsa,year,qtr,unemployment_rate
11500,2003,1,6.033333333333334
11500,2003,2,5.866666666666667
11500,2003,3,6.0
11500,2003,4,5.633333333333333
11500,2004,1,5.8
11500,2004,2,5.166666666666667
11500,2004,3,5.3999999999999995
11500,2004,4,5.1000000000000005
11500,2005,1,5.166666666666667
11500,2005,2,4.3999999999999995
11500,2005,3,4.233333333333333
11500,2005,4,4.1000000000000005
11500,2006,1,4.366666666666666
11500,2006,2,3.9333333333333336
11500,2006,3,4.066666666666666
11500,2006,4,3.766666666666667
11500,2007,1,3.9666666666666663
11500,2007,2,3.733333333333333
11500,2007,3,4.166666666666667
11500,2007,4,4.2
11500,2008,1,4.8
11500,2008,2,5.133333333333333
11500,2008,3,6.400000000000001
11500,2008,4,7.366666666666667
11500,2009,1,8.566666666666666
11500,2009,2,9.366666666666667
11500,2009,3,10.5
11500,2009,4,10.966666666666669
11500,2010,1,12.1
11500,2010,2,10.966666666666667
11500,2010,3,10.966666666666667
11500,2010,4,10.666666666666666
11500,2011,1,10.799999999999999
11500,2011,2,10.466666666666667
11500,2011,3,10.5
11500,2011,4,9.4
11500,2012,1,9.533333333333333
11500,2012,2,9.066666666666668
11500,2012,3,9.433333333333334
11500,2012,4,8.4
11500,2013,1,8.933333333333334
11500,2013,2,8.733333333333333
11500,2013,3,9.4
11500,2013,4,8.633333333333333
11500,2014,1,8.799999999999999
11500,2014,2,7.933333333333334
11500,2014,3,8.066666666666666
11500,2014,4,7.033333333333334
11500,2015,1,7.266666666666667
11500,2015,2,6.900000000000001
11500,2015,3,7.2
11500,2015,4,6.833333333333333
11500,2016,1,6.533333333333334
11500,2016,2,5.966666666666666
11500,2016,3,6.166666666666667
11500,2016,4,5.7
11500,2017,1,5.733333333333333
11500,2017,2,4.733333333333333
11500,2017,3,4.6000000000000005
11500,2017,4,4.0
11500,2018,1,4.633333333333334
11500,2018,2,4.333333333333333
11500,2018,3,4.466666666666667
11500,2018,4,3.9333333333333336
11500,2019,1,4.3
11500,2019,2,3.3000000000000003
11500,2019,3,3.4
11500,2019,4,3.1333333333333333
11500,2020,1,3.8666666666666667
11500,2020,2,12.700000000000001
11500,2020,3,7.166666666666667
11500,2020,4,4.933333333333334
11500,2021,1,4.466666666666666
11500,2021,2,3.9000000000000004
11500,2021,3,3.766666666666666
11500,2021,4,2.8333333333333335
11500,2022,1,3.0666666666666664
11500,2022,2,2.6999999999999997
11500,2022,3,2.9
11500,2022,4,2.3000000000000003
11500,2023,1,2.4333333333333336
11500,2023,2,2.2666666666666666
11500,2023,3,2.8333333333333335
11500,2023,4,2.7000000000000006
11500,2024,1,3.1666666666666665
11500,2024,2,2.6666666666666665
11500,2024,3,3.4333333333333336
11500,2024,4,3.1
11500,2025,1,3.466666666666667
11500,2025,2,2.9333333333333336
11500,2025,3,3.3666666666666667
11500,2025,4,2.7
11500,2026,1,3.3000000000000003
11500,2026,2,3.6333333333333333
11540,1990,1,4.433333333333334
11540,1990,2,3.6999999999999997
11540,1990,3,3.5
11540,1990,4,4.066666666666666
11540,1991,1,5.666666666666667
11540,1991,2,4.866666666666666
11540,1991,3,3.466666666666667
11540,1991,4,3.266666666666667
11540,1992,1,4.966666666666666
11540,1992,2,4.1
11540,1992,3,3.9
11540,1992,4,3.0666666666666664
11540,1993,1,4.433333333333334
11540,1993,2,3.6999999999999997
11540,1993,3,2.966666666666667
11540,1993,4,3.1333333333333333
11540,1994,1,5.033333333333334
11540,1994,2,3.9
11540,1994,3,3.1999999999999997
11540,1994,4,2.733333333333333
11540,1995,1,3.8666666666666667
11540,1995,2,3.466666666666667
11540,1995,3,2.9333333333333336
11540,1995,4,2.9
11540,1996,1,3.9333333333333336
11540,1996,2,3.0666666666666664
11540,1996,3,2.466666666666667
11540,1996,4,2.266666666666667
11540,1997,1,3.9
11540,1997,2,2.8666666666666667
11540,1997,3,2.466666666666667
11540,1997,4,2.5
11540,1998,1,3.5
11540,1998,2,2.6666666666666665
11540,1998,3,2.3333333333333335
11540,1998,4,2.2666666666666666
11540,1999,1,3.1999999999999997
11540,1999,2,2.5
11540,1999,3,2.1666666666666665
11540,1999,4,1.9666666666666668
11540,2000,1,3.266666666666667
11540,2000,2,2.8666666666666667
11540,2000,3,2.6333333333333333
11540,2000,4,2.5666666666666664
11540,2001,1,4.033333333333333
11540,2001,2,3.9333333333333336
11540,2001,3,3.733333333333333
11540,2001,4,4.366666666666666
11540,2002,1,6.2
11540,2002,2,5.366666666666667
11540,2002,3,4.8999999999999995
11540,2002,4,4.733333333333333
11540,2003,1,6.233333333333333
11540,2003,2,5.766666666666667
11540,2003,3,5.133333333333334
11540,2003,4,4.533333333333333
11540,2004,1,5.7
11540,2004,2,4.733333333333333
11540,2004,3,4.133333333333334
11540,2004,4,4.0
11540,2005,1,5.033333333333334
11540,2005,2,4.566666666666666
11540,2005,3,4.066666666666666
11540,2005,4,4.066666666666666
11540,2006,1,5.1000000000000005
11540,2006,2,4.566666666666666
11540,2006,3,4.166666666666667
11540,2006,4,4.0
11540,2007,1,5.166666666666667
11540,2007,2,4.7
11540,2007,3,4.466666666666666
11540,2007,4,4.066666666666666
11540,2008,1,4.833333333333333
11540,2008,2,4.2
11540,2008,3,4.3
11540,2008,4,5.1000000000000005
11540,2009,1,8.4
11540,2009,2,8.700000000000001
11540,2009,3,8.433333333333332
11540,2009,4,8.133333333333333
11540,2010,1,9.033333333333333
11540,2010,2,7.7
11540,2010,3,7.133333333333333
11540,2010,4,6.5
11540,2011,1,7.433333333333334
11540,2011,2,6.833333333333333
11540,2011,3,6.5
11540,2011,4,5.766666666666667
11540,2012,1,6.733333333333333
11540,2012,2,6.233333333333333
11540,2012,3,6.0
11540,2012,4,5.3999999999999995
11540,2013,1,6.733333333333333
11540,2013,2,6.2
11540,2013,3,5.633333333333333
11540,2013,4,4.966666666666667
11540,2014,1,5.6000000000000005
11540,2014,2,4.733333333333333
11540,2014,3,4.333333333333333
11540,2014,4,3.6999999999999997
11540,2015,1,4.533333333333334
11540,2015,2,3.966666666666667
11540,2015,3,3.3666666666666667
11540,2015,4,3.3000000000000003
11540,2016,1,3.9
11540,2016,2,3.4333333333333336
11540,2016,3,3.1333333333333333
11540,2016,4,2.8666666666666667
11540,2017,1,3.466666666666667
11540,2017,2,2.9
11540,2017,3,2.733333333333333
11540,2017,4,2.466666666666667
11540,2018,1,3.1333333333333333
11540,2018,2,2.8000000000000003
11540,2018,3,2.6
11540,2018,4,2.3000000000000003
11540,2019,1,3.1
11540,2019,2,2.9
11540,2019,3,2.766666666666667
11540,2019,4,2.266666666666667
11540,2020,1,2.966666666666667
11540,2020,2,9.833333333333334
11540,2020,3,5.133333333333334
11540,2020,4,3.5
11540,2021,1,4.033333333333334
11540,2021,2,3.3000000000000003
11540,2021,3,2.8333333333333335
11540,2021,4,2.0
11540,2022,1,2.8333333333333335
11540,2022,2,2.433333333333333
11540,2022,3,2.4333333333333336
11540,2022,4,1.8
11540,2023,1,2.3333333333333335
11540,2023,2,2.3666666666666667
11540,2023,3,2.6
11540,2023,4,2.066666666666667
11540,2024,1,2.6999999999999997
11540,2024,2,2.5666666666666664
11540,2024,3,2.6
11540,2024,4,2.3333333333333335
11540,2025,1,3.0666666666666664
11540,2025,2,2.8000000000000003
11540,2025,3,2.733333333333333
11540,2025,4,2.55
11540,2026,1,3.266666666666667
11540,2026,2,2.766666666666667
11640,1990,1,17.099999999999998
11640,1990,2,15.333333333333334
11640,1990,3,16.4
11640,1990,4,15.799999999999999
11640,1991,1,18.233333333333334
11640,1991,2,18.599999999999998
11640,1991,3,17.599999999999998
11640,1991,4,17.433333333333334
11640,1992,1,20.5
11640,1992,2,19.2
11640,1992,3,19.133333333333336
11640,1992,4,17.03333333333333
11640,1993,1,19.599999999999998
11640,1993,2,19.2
11640,1993,3,19.233333333333334
11640,1993,4,17.233333333333334
11640,1994,1,18.633333333333333
11640,1994,2,17.966666666666665
11640,1994,3,17.333333333333332
11640,1994,4,15.966666666666669
11640,1995,1,16.466666666666665
11640,1995,2,17.0
11640,1995,3,16.333333333333332
11640,1995,4,15.633333333333333
11640,1996,1,16.366666666666664
11640,1996,2,17.133333333333333
11640,1996,3,16.3
11640,1996,4,13.833333333333334
11640,1997,1,15.5
11640,1997,2,16.900000000000002
11640,1997,3,15.633333333333333
11640,1997,4,14.700000000000001
11640,1998,1,16.133333333333333
11640,1998,2,15.9
11640,1998,3,15.766666666666666
11640,1998,4,13.700000000000001
11640,1999,1,14.4
11640,1999,2,12.933333333333332
11640,1999,3,14.133333333333333
11640,1999,4,13.700000000000001
11640,2000,1,12.4
11640,2000,2,11.1
11640,2000,3,10.966666666666667
11640,2000,4,10.066666666666668
11640,2001,1,11.333333333333334
11640,2001,2,12.1
11640,2001,3,13.433333333333332
11640,2001,4,13.200000000000001
11640,2002,1,15.266666666666666
11640,2002,2,14.566666666666668
11640,2002,3,15.633333333333333
11640,2002,4,13.633333333333335
11640,2003,1,13.799999999999999
11640,2003,2,13.933333333333332
11640,2003,3,13.333333333333334
11640,2003,4,12.233333333333334
11640,2004,1,12.333333333333334
11640,2004,2,11.4
11640,2004,3,11.033333333333333
11640,2004,4,10.6
11640,2005,1,11.633333333333333
11640,2005,2,12.5
11640,2005,3,12.333333333333334
11640,2005,4,12.833333333333334
11640,2006,1,11.133333333333333
11640,2006,2,11.966666666666667
11640,2006,3,12.366666666666667
11640,2006,4,10.533333333333333
11640,2007,1,11.4
11640,2007,2,11.733333333333334
11640,2007,3,12.4
11640,2007,4,11.833333333333334
11640,2008,1,10.833333333333334
11640,2008,2,11.566666666666668
11640,2008,3,12.633333333333333
11640,2008,4,13.166666666666666
11640,2009,1,14.366666666666667
11640,2009,2,14.833333333333334
11640,2009,3,16.533333333333335
11640,2009,4,15.633333333333333
11640,2010,1,17.5
11640,2010,2,18.333333333333332
11640,2010,3,17.566666666666666
11640,2010,4,16.666666666666668
11640,2011,1,18.066666666666666
11640,2011,2,17.433333333333334
11640,2011,3,17.533333333333335
11640,2011,4,16.599999999999998
11640,2012,1,17.0
11640,2012,2,15.533333333333333
11640,2012,3,15.733333333333334
11640,2012,4,15.566666666666668
11640,2013,1,16.166666666666668
11640,2013,2,15.133333333333333
11640,2013,3,16.2
11640,2013,4,16.5
11640,2014,1,16.5
11640,2014,2,14.933333333333332
11640,2014,3,16.633333333333336
11640,2014,4,15.666666666666666
11640,2015,1,14.533333333333333
11640,2015,2,15.266666666666666
11640,2015,3,13.666666666666666
11640,2015,4,14.433333333333332
11640,2016,1,12.966666666666667
11640,2016,2,11.966666666666667
11640,2016,3,12.833333333333334
11640,2016,4,13.066666666666668
11640,2017,1,12.733333333333334
11640,2017,2,10.966666666666667
11640,2017,3,11.0
11640,2017,4,11.6
11640,2018,1,11.633333333333333
11640,2018,2,10.299999999999999
11640,2018,3,9.533333333333333
11640,2018,4,9.466666666666667
11640,2019,1,10.299999999999999
11640,2019,2,8.700000000000001
11640,2019,3,8.1
11640,2019,4,10.366666666666665
11640,2020,1,10.7
11640,2020,2,8.7
11640,2020,3,7.3999999999999995
11640,2020,4,8.5
11640,2021,1,7.6000000000000005
11640,2021,2,7.333333333333333
11640,2021,3,8.0
11640,2021,4,7.3999999999999995
11640,2022,1,7.7
11640,2022,2,7.433333333333334
11640,2022,3,6.966666666666666
11640,2022,4,7.266666666666667
11640,2023,1,6.666666666666667
11640,2023,2,6.466666666666666
11640,2023,3,6.2
11640,2023,4,5.8
11640,2024,1,5.866666666666667
11640,2024,2,5.5
11640,2024,3,5.433333333333334
11640,2024,4,5.2
11640,2025,1,5.833333333333333
11640,2025,2,5.7
11640,2025,3,6.666666666666667
11640,2025,4,6.266666666666667
11640,2026,1,5.966666666666666
11640,2026,2,6.333333333333333
11700,1990,1,3.1666666666666665
11700,1990,2,2.8666666666666667
11700,1990,3,2.733333333333333
11700,1990,4,3.266666666666667
11700,1991,1,5.266666666666667
11700,1991,2,4.7
11700,1991,3,4.766666666666667
11700,1991,4,4.8999999999999995
11700,1992,1,6.6000000000000005
11700,1992,2,5.7
11700,1992,3,5.0
11700,1992,4,4.733333333333333
11700,1993,1,5.533333333333334
11700,1993,2,4.533333333333333
11700,1993,3,3.766666666666666
11700,1993,4,3.4
11700,1994,1,4.333333333333333
11700,1994,2,3.6999999999999997
11700,1994,3,3.6
11700,1994,4,3.4333333333333336
11700,1995,1,4.3
11700,1995,2,3.733333333333333
11700,1995,3,3.3666666666666667
11700,1995,4,3.1
11700,1996,1,4.3999999999999995
11700,1996,2,3.3333333333333335
11700,1996,3,2.8000000000000003
11700,1996,4,2.733333333333333
11700,1997,1,3.6666666666666665
11700,1997,2,2.8333333333333335
11700,1997,3,2.466666666666667
11700,1997,4,2.3000000000000003
11700,1998,1,3.233333333333333
11700,1998,2,2.6666666666666665
11700,1998,3,2.6333333333333333
11700,1998,4,2.3000000000000003
11700,1999,1,2.8333333333333335
11700,1999,2,2.6
11700,1999,3,2.1333333333333333
11700,1999,4,2.0
11700,2000,1,3.266666666666667
11700,2000,2,2.9333333333333336
11700,2000,3,3.266666666666667
11700,2000,4,3.1
11700,2001,1,4.3
11700,2001,2,4.0
11700,2001,3,4.2
11700,2001,4,4.7
11700,2002,1,5.733333333333333
11700,2002,2,5.3
11700,2002,3,4.7
11700,2002,4,4.633333333333334
11700,2003,1,5.133333333333334
11700,2003,2,4.866666666666666
11700,2003,3,4.566666666666666
11700,2003,4,4.2
11700,2004,1,4.8
11700,2004,2,4.3
11700,2004,3,4.0
11700,2004,4,4.1000000000000005
11700,2005,1,4.7
11700,2005,2,4.466666666666667
11700,2005,3,4.233333333333333
11700,2005,4,3.9
11700,2006,1,4.066666666666666
11700,2006,2,3.6999999999999997
11700,2006,3,3.6333333333333333
11700,2006,4,3.3666666666666667
11700,2007,1,3.733333333333333
11700,2007,2,3.466666666666667
11700,2007,3,3.466666666666667
11700,2007,4,3.533333333333333
11700,2008,1,4.1
11700,2008,2,4.066666666666666
11700,2008,3,4.3999999999999995
11700,2008,4,5.666666666666667
11700,2009,1,9.033333333333333
11700,2009,2,9.033333333333333
11700,2009,3,8.5
11700,2009,4,8.299999999999999
11700,2010,1,9.766666666666667
11700,2010,2,8.799999999999999
11700,2010,3,8.333333333333334
11700,2010,4,8.266666666666667
11700,2011,1,8.966666666666667
11700,2011,2,8.133333333333333
11700,2011,3,8.299999999999999
11700,2011,4,7.833333333333333
11700,2012,1,8.266666666666667
11700,2012,2,7.633333333333333
11700,2012,3,7.633333333333333
11700,2012,4,7.3
11700,2013,1,7.733333333333333
11700,2013,2,6.233333333333333
11700,2013,3,5.433333333333334
11700,2013,4,4.666666666666667
11700,2014,1,5.133333333333333
11700,2014,2,4.6000000000000005
11700,2014,3,4.8
11700,2014,4,4.3
11700,2015,1,4.733333333333333
11700,2015,2,4.566666666666666
11700,2015,3,4.5
11700,2015,4,4.133333333333333
11700,2016,1,4.3999999999999995
11700,2016,2,3.9
11700,2016,3,4.1000000000000005
11700,2016,4,3.9
11700,2017,1,4.1000000000000005
11700,2017,2,3.5
11700,2017,3,3.6999999999999997
11700,2017,4,3.3666666666666667
11700,2018,1,3.533333333333333
11700,2018,2,3.1333333333333333
11700,2018,3,3.1666666666666665
11700,2018,4,3.0666666666666664
11700,2019,1,3.466666666666667
11700,2019,2,3.1666666666666665
11700,2019,3,3.233333333333333
11700,2019,4,2.8333333333333335
11700,2020,1,3.5
11700,2020,2,15.1
11700,2020,3,8.0
11700,2020,4,5.3
11700,2021,1,5.333333333333333
11700,2021,2,4.6000000000000005
11700,2021,3,4.0
11700,2021,4,3.1666666666666665
11700,2022,1,3.3000000000000003
11700,2022,2,3.1
11700,2022,3,3.1333333333333333
11700,2022,4,2.9333333333333336
11700,2023,1,3.0666666666666664
11700,2023,2,2.733333333333333
11700,2023,3,2.9
11700,2023,4,2.766666666666667
11700,2024,1,3.033333333333333
11700,2024,2,2.9
11700,2024,3,3.033333333333333
11700,2024,4,7.366666666666667
11700,2025,1,5.733333333333333
11700,2025,2,4.3
11700,2025,3,4.0
11700,2025,4,3.45
11700,2026,1,3.5666666666666664
11700,2026,2,3.1666666666666665
12020,1990,1,5.433333333333334
12020,1990,2,5.633333333333333
12020,1990,3,6.233333333333333
12020,1990,4,5.566666666666666
12020,1991,1,4.666666666666667
12020,1991,2,4.266666666666667
12020,1991,3,4.166666666666667
12020,1991,4,3.9666666666666663
12020,1992,1,5.6000000000000005
12020,1992,2,5.233333333333333
12020,1992,3,4.866666666666666
12020,1992,4,4.366666666666666
12020,1993,1,4.866666666666666
12020,1993,2,3.9666666666666663
12020,1993,3,3.8666666666666667
12020,1993,4,3.533333333333333
12020,1994,1,4.333333333333333
12020,1994,2,3.6666666666666665
12020,1994,3,3.733333333333333
12020,1994,4,2.8000000000000003
12020,1995,1,3.1
12020,1995,2,3.1666666666666665
12020,1995,3,3.3333333333333335
12020,1995,4,3.233333333333333
12020,1996,1,3.4
12020,1996,2,3.2000000000000006
12020,1996,3,3.3666666666666667
12020,1996,4,3.033333333333333
12020,1997,1,3.3000000000000003
12020,1997,2,2.8333333333333335
12020,1997,3,3.233333333333333
12020,1997,4,2.8666666666666667
12020,1998,1,3.3333333333333335
12020,1998,2,3.1333333333333333
12020,1998,3,3.1333333333333333
12020,1998,4,2.533333333333333
12020,1999,1,2.8333333333333335
12020,1999,2,2.6
12020,1999,3,2.6666666666666665
12020,1999,4,2.1666666666666665
12020,2000,1,3.4
12020,2000,2,3.3666666666666667
12020,2000,3,3.3666666666666667
12020,2000,4,2.733333333333333
12020,2001,1,3.5
12020,2001,2,3.533333333333333
12020,2001,3,3.6999999999999997
12020,2001,4,3.6666666666666665
12020,2002,1,4.0
12020,2002,2,4.0
12020,2002,3,3.9666666666666663
12020,2002,4,3.5666666666666664
12020,2003,1,3.6666666666666665
12020,2003,2,3.8333333333333335
12020,2003,3,3.766666666666667
12020,2003,4,3.3666666666666667
12020,2004,1,3.5
12020,2004,2,3.8333333333333335
12020,2004,3,4.133333333333333
12020,2004,4,4.133333333333333
12020,2005,1,4.433333333333334
12020,2005,2,4.433333333333334
12020,2005,3,4.433333333333334
12020,2005,4,3.8000000000000003
12020,2006,1,3.9333333333333336
12020,2006,2,4.133333333333333
12020,2006,3,4.166666666666667
12020,2006,4,3.5666666666666664
12020,2007,1,3.5666666666666664
12020,2007,2,3.6666666666666665
12020,2007,3,3.933333333333333
12020,2007,4,3.6666666666666665
12020,2008,1,4.166666666666667
12020,2008,2,4.566666666666666
12020,2008,3,5.5
12020,2008,4,6.033333333333334
12020,2009,1,7.333333333333333
12020,2009,2,7.5
12020,2009,3,7.766666666666667
12020,2009,4,7.666666666666667
12020,2010,1,9.4
12020,2010,2,8.833333333333334
12020,2010,3,8.966666666666667
12020,2010,4,8.799999999999999
12020,2011,1,9.066666666666666
12020,2011,2,8.9
12020,2011,3,9.166666666666666
12020,2011,4,8.333333333333334
12020,2012,1,8.533333333333333
12020,2012,2,8.299999999999999
12020,2012,3,8.3
12020,2012,4,7.533333333333334
12020,2013,1,7.6000000000000005
12020,2013,2,7.566666666666666
12020,2013,3,7.466666666666666
12020,2013,4,6.6000000000000005
12020,2014,1,6.7
12020,2014,2,6.766666666666667
12020,2014,3,6.966666666666666
12020,2014,4,5.866666666666667
12020,2015,1,5.8999999999999995
12020,2015,2,5.966666666666666
12020,2015,3,5.866666666666667
12020,2015,4,5.233333333333333
12020,2016,1,4.866666666666667
12020,2016,2,4.933333333333334
12020,2016,3,5.3
12020,2016,4,4.8
12020,2017,1,4.6000000000000005
12020,2017,2,4.366666666666666
12020,2017,3,4.3999999999999995
12020,2017,4,3.8000000000000003
12020,2018,1,3.8333333333333335
12020,2018,2,3.6333333333333333
12020,2018,3,3.5333333333333337
12020,2018,4,3.3666666666666667
12020,2019,1,3.6333333333333333
12020,2019,2,3.3333333333333335
12020,2019,3,3.3000000000000003
12020,2019,4,2.8666666666666667
12020,2020,1,3.3666666666666667
12020,2020,2,8.700000000000001
12020,2020,3,5.6000000000000005
12020,2020,4,4.1
12020,2021,1,3.766666666666667
12020,2021,2,3.4333333333333336
12020,2021,3,3.1
12020,2021,4,2.6999999999999997
12020,2022,1,3.0
12020,2022,2,2.9333333333333336
12020,2022,3,3.1333333333333333
12020,2022,4,2.966666666666667
12020,2023,1,3.1
12020,2023,2,2.9333333333333336
12020,2023,3,3.1333333333333333
12020,2023,4,2.766666666666667
12020,2024,1,3.1333333333333333
12020,2024,2,3.1666666666666665
12020,2024,3,3.6
12020,2024,4,2.9333333333333336
12020,2025,1,3.1333333333333333
12020,2025,2,3.0
12020,2025,3,3.3333333333333335
12020,2025,4,3.05
12020,2026,1,3.0666666666666664
12020,2026,2,2.8666666666666667
12060,1990,1,4.833333333333333
12060,1990,2,4.766666666666667
12060,1990,3,5.1000000000000005
12060,1990,4,4.966666666666667
12060,1991,1,5.466666666666666
12060,1991,2,5.2
12060,1991,3,4.8
12060,1991,4,4.466666666666667
12060,1992,1,6.466666666666666
12060,1992,2,6.566666666666666
12060,1992,3,6.2
12060,1992,4,5.533333333333334
12060,1993,1,5.7
12060,1993,2,5.2
12060,1993,3,5.233333333333333
12060,1993,4,4.8999999999999995
12060,1994,1,5.266666666666667
12060,1994,2,4.7
12060,1994,3,4.433333333333334
12060,1994,4,4.0
12060,1995,1,4.266666666666667
12060,1995,2,4.433333333333334
12060,1995,3,4.5
12060,1995,4,3.8666666666666667
12060,1996,1,3.9666666666666663
12060,1996,2,3.766666666666667
12060,1996,3,3.8333333333333335
12060,1996,4,3.9
12060,1997,1,4.066666666666666
12060,1997,2,3.6999999999999997
12060,1997,3,3.6999999999999997
12060,1997,4,3.1999999999999997
12060,1998,1,3.5
12060,1998,2,3.266666666666667
12060,1998,3,3.5
12060,1998,4,3.033333333333333
12060,1999,1,3.233333333333333
12060,1999,2,2.9333333333333336
12060,1999,3,3.1
12060,1999,4,2.733333333333333
12060,2000,1,3.3000000000000003
12060,2000,2,3.1666666666666665
12060,2000,3,3.233333333333333
12060,2000,4,2.6666666666666665
12060,2001,1,3.233333333333333
12060,2001,2,3.1999999999999997
12060,2001,3,3.733333333333333
12060,2001,4,4.233333333333333
12060,2002,1,5.066666666666666
12060,2002,2,5.1000000000000005
12060,2002,3,5.066666666666666
12060,2002,4,4.833333333333333
12060,2003,1,5.1000000000000005
12060,2003,2,5.066666666666666
12060,2003,3,4.933333333333334
12060,2003,4,4.3
12060,2004,1,4.5
12060,2004,2,4.633333333333334
12060,2004,3,4.933333333333334
12060,2004,4,4.966666666666667
12060,2005,1,5.433333333333334
12060,2005,2,5.333333333333333
12060,2005,3,5.3999999999999995
12060,2005,4,5.133333333333334
12060,2006,1,4.8999999999999995
12060,2006,2,4.666666666666667
12060,2006,3,4.633333333333334
12060,2006,4,4.233333333333333
12060,2007,1,4.333333333333333
12060,2007,2,4.333333333333333
12060,2007,3,4.6000000000000005
12060,2007,4,4.6000000000000005
12060,2008,1,5.3
12060,2008,2,5.733333333333333
12060,2008,3,6.7
12060,2008,4,7.533333333333334
12060,2009,1,9.166666666666666
12060,2009,2,9.766666666666666
12060,2009,3,10.4
12060,2009,4,10.366666666666667
12060,2010,1,10.466666666666667
12060,2010,2,9.933333333333332
12060,2010,3,10.200000000000001
12060,2010,4,10.033333333333333
12060,2011,1,9.966666666666667
12060,2011,2,9.766666666666666
12060,2011,3,9.933333333333332
12060,2011,4,9.200000000000001
12060,2012,1,9.1
12060,2012,2,8.700000000000001
12060,2012,3,8.633333333333333
12060,2012,4,8.033333333333333
12060,2013,1,8.233333333333333
12060,2013,2,7.866666666666667
12060,2013,3,7.733333333333333
12060,2013,4,7.1000000000000005
12060,2014,1,7.133333333333333
12060,2014,2,6.866666666666667
12060,2014,3,6.966666666666666
12060,2014,4,6.166666666666667
12060,2015,1,6.133333333333333
12060,2015,2,5.866666666666667
12060,2015,3,5.766666666666667
12060,2015,4,5.366666666666667
12060,2016,1,5.366666666666667
12060,2016,2,5.133333333333334
12060,2016,3,5.3
12060,2016,4,4.966666666666666
12060,2017,1,5.0
12060,2017,2,4.666666666666667
12060,2017,3,4.566666666666666
12060,2017,4,4.1000000000000005
12060,2018,1,4.166666666666667
12060,2018,2,3.8333333333333335
12060,2018,3,3.8000000000000003
12060,2018,4,3.533333333333333
12060,2019,1,3.733333333333333
12060,2019,2,3.466666666666667
12060,2019,3,3.466666666666667
12060,2019,4,3.1
12060,2020,1,3.733333333333333
12060,2020,2,10.799999999999999
12060,2020,3,7.633333333333333
12060,2020,4,5.3999999999999995
12060,2021,1,4.733333333333333
12060,2021,2,4.2
12060,2021,3,3.6999999999999997
12060,2021,4,2.966666666666667
12060,2022,1,3.1333333333333333
12060,2022,2,2.8666666666666667
12060,2022,3,3.1333333333333333
12060,2022,4,2.966666666666667
12060,2023,1,3.233333333333333
12060,2023,2,3.1
12060,2023,3,3.3333333333333335
12060,2023,4,3.1333333333333333
12060,2024,1,3.233333333333333
12060,2024,2,3.3333333333333335
12060,2024,3,3.6
12060,2024,4,3.266666666666667
12060,2025,1,3.3666666666666667
12060,2025,2,3.1999999999999997
12060,2025,3,3.466666666666667
12060,2025,4,3.45
12060,2026,1,3.5
12060,2026,2,3.1666666666666665
12100,1990,1,7.633333333333333
12100,1990,2,5.466666666666666
12100,1990,3,5.3
12100,1990,4,8.200000000000001
12100,1991,1,11.266666666666666
12100,1991,2,8.566666666666666
12100,1991,3,7.3999999999999995
12100,1991,4,9.933333333333334
12100,1992,1,12.833333333333334
12100,1992,2,10.766666666666666
12100,1992,3,9.633333333333333
12100,1992,4,11.799999999999999
12100,1993,1,14.133333333333333
12100,1993,2,10.566666666666668
12100,1993,3,8.566666666666666
12100,1993,4,10.033333333333333
12100,1994,1,12.700000000000001
12100,1994,2,9.433333333333334
12100,1994,3,7.966666666666666
12100,1994,4,9.533333333333333
12100,1995,1,11.866666666666665
12100,1995,2,9.3
12100,1995,3,7.7
12100,1995,4,9.433333333333334
12100,1996,1,11.966666666666667
12100,1996,2,8.766666666666666
12100,1996,3,7.166666666666667
12100,1996,4,9.166666666666666
12100,1997,1,11.466666666666667
12100,1997,2,8.066666666666668
12100,1997,3,6.733333333333333
12100,1997,4,8.366666666666667
12100,1998,1,11.5
12100,1998,2,8.0
12100,1998,3,6.566666666666666
12100,1998,4,7.8999999999999995
12100,1999,1,10.299999999999999
12100,1999,2,7.7
12100,1999,3,6.133333333333333
12100,1999,4,6.8
12100,2000,1,7.0
12100,2000,2,4.633333333333333
12100,2000,3,4.2
12100,2000,4,5.066666666666666
12100,2001,1,6.666666666666667
12100,2001,2,4.7
12100,2001,3,4.2
12100,2001,4,5.6000000000000005
12100,2002,1,8.033333333333333
12100,2002,2,6.266666666666667
12100,2002,3,5.3999999999999995
12100,2002,4,6.7
12100,2003,1,8.566666666666668
12100,2003,2,6.566666666666666
12100,2003,3,5.6000000000000005
12100,2003,4,6.466666666666666
12100,2004,1,8.133333333333333
12100,2004,2,5.766666666666667
12100,2004,3,4.833333333333333
12100,2004,4,5.433333333333334
12100,2005,1,7.266666666666667
12100,2005,2,5.033333333333334
12100,2005,3,4.7
12100,2005,4,5.8999999999999995
12100,2006,1,7.833333333333333
12100,2006,2,5.933333333333334
12100,2006,3,5.133333333333334
12100,2006,4,5.6000000000000005
12100,2007,1,7.466666666666666
12100,2007,2,5.566666666666666
12100,2007,3,5.0
12100,2007,4,5.933333333333334
12100,2008,1,8.0
12100,2008,2,6.2
12100,2008,3,6.2
12100,2008,4,8.666666666666666
12100,2009,1,12.0
12100,2009,2,10.366666666666667
12100,2009,3,10.266666666666666
12100,2009,4,13.233333333333334
12100,2010,1,15.533333333333333
12100,2010,2,12.366666666666667
12100,2010,3,10.966666666666667
12100,2010,4,13.299999999999999
